Year,System Code,System,School Code,School,Grade,Gender,Ethnicity,Sub Population,Total Student Count,Asian,Asian %,Black or African American,Black or African American %,American Indian / Alaska Native, American Indian / Alaska Native %,Native Hawaiian / Pacific Islander,Native Hawaiian / Pacific Islander %,White,White %,Two or more races,Two or more races %
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Hispanic/Latino,General Education Students,2788,20,~,108,~,845,30.31,35,~,1449,51.97,331,11.87
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Hispanic/Latino,Economically Disadvantaged,2553,13,~,93,~,822,32.20,27,~,1306,51.16,292,11.44
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Hispanic/Latino,Foster,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Hispanic/Latino,Military Family,61,*,*,*,*,*,*,*,*,34,55.74,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Hispanic/Latino,Non-Economically Disadvantaged,581,*,*,27,~,113,19.45,*,*,345,59.38,78,13.43
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Other Ethnicity,All SubPopulation,23517,392,~,8351,35.51,190,~,36,~,13449,57.19,1099,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Other Ethnicity,Students with Limited English Proficiency,288,154,53.47,28,9.72,12,~,*,*,74,25.69,15,5.21
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Other Ethnicity,Homeless,441,*,*,253,57.37,*,*,*,*,139,31.52,37,8.39
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Other Ethnicity,Migrant,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Other Ethnicity,Students with Disabilities,3397,31,~,1154,33.97,19,~,*,*,2014,59.29,171,5.03
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Other Ethnicity,General Education Students,20120,361,~,7197,35.77,171,~,28,~,11435,56.83,928,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Other Ethnicity,Economically Disadvantaged,15249,167,~,7254,47.57,114,~,26,~,6925,45.41,763,5.00
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Other Ethnicity,Foster,112,*,*,31,27.68,*,*,*,*,69,61.61,11,9.82
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Other Ethnicity,Military Family,578,*,*,161,27.85,*,*,*,*,371,64.19,36,6.23
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Female,Other Ethnicity,Non-Economically Disadvantaged,8268,225,~,1097,13.27,76,~,*,*,6524,78.91,336,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,All Ethnicity,All SubPopulation,27998,438,~,8912,31.83,1245,~,77,~,15790,56.40,1536,5.49
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,All Ethnicity,Students with Limited English Proficiency,2398,187,7.80,53,~,820,34.20,38,~,1032,43.04,268,11.18
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,All Ethnicity,Homeless,535,*,*,253,47.29,36,6.73,*,*,190,35.51,47,8.79
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,All Ethnicity,Migrant,57,*,*,*,*,31,54.39,*,*,11,19.30,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,All Ethnicity,Students with Disabilities,6578,49,~,2288,34.78,194,~,17,~,3678,55.91,352,5.35
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,All Ethnicity,General Education Students,21420,389,~,6624,30.92,1051,~,60,~,12112,56.55,1184,5.53
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,All Ethnicity,Economically Disadvantaged,18904,173,~,7842,41.48,1031,5.45,64,~,8642,45.72,1152,6.09
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,All Ethnicity,Foster,142,*,*,50,35.21,*,*,*,*,75,52.82,12,8.45
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,All Ethnicity,Military Family,574,*,*,144,25.09,*,*,*,*,363,63.24,50,8.71
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,All Ethnicity,Non-Economically Disadvantaged,9094,265,~,1070,11.77,214,~,13,~,7148,78.60,384,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Hispanic/Latino,All SubPopulation,3370,13,~,131,~,1019,30.24,48,~,1743,51.72,416,12.34
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Hispanic/Latino,Students with Limited English Proficiency,2063,*,*,18,~,802,38.88,34,~,956,46.34,246,11.92
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Hispanic/Latino,Homeless,105,*,*,*,*,35,33.33,*,*,46,43.81,16,15.24
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Hispanic/Latino,Migrant,42,*,*,*,*,25,59.52,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Hispanic/Latino,Students with Disabilities,604,*,*,38,6.29,153,25.33,*,*,338,55.96,64,10.60
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Hispanic/Latino,General Education Students,2766,11,~,93,~,866,31.31,39,~,1405,50.80,352,12.73
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Hispanic/Latino,Economically Disadvantaged,2755,*,*,116,~,893,32.41,42,~,1354,49.15,341,12.38
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Hispanic/Latino,Foster,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Hispanic/Latino,Military Family,59,*,*,*,*,*,*,*,*,35,59.32,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Hispanic/Latino,Non-Economically Disadvantaged,615,*,*,15,~,126,20.49,*,*,389,63.25,75,12.20
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Other Ethnicity,All SubPopulation,24628,425,~,8781,35.65,226,~,29,~,14047,57.04,1120,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Other Ethnicity,Students with Limited English Proficiency,335,180,53.73,35,10.45,18,5.37,*,*,76,22.69,22,6.57
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Other Ethnicity,Homeless,430,*,*,251,58.37,*,*,*,*,144,33.49,31,7.21
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Other Ethnicity,Migrant,15,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Other Ethnicity,Students with Disabilities,5974,47,~,2250,37.66,41,~,*,*,3340,55.91,288,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Other Ethnicity,General Education Students,18654,378,~,6531,35.01,185,~,21,~,10707,57.40,832,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Other Ethnicity,Economically Disadvantaged,16149,164,~,7726,47.84,138,~,22,~,7288,45.13,811,5.02
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Other Ethnicity,Foster,134,*,*,50,37.31,*,*,*,*,71,52.99,11,8.21
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Other Ethnicity,Military Family,515,*,*,139,26.99,*,*,*,*,328,63.69,40,7.77
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 03,Male,Other Ethnicity,Non-Economically Disadvantaged,8479,261,~,1055,12.44,88,~,*,*,6759,79.71,309,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,All Ethnicity,All SubPopulation,53616,839,~,16770,31.28,2359,~,165,~,30636,57.14,2847,5.31
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,All Ethnicity,Students with Limited English Proficiency,4138,297,7.18,89,~,1461,35.31,79,~,1800,43.50,412,9.96
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,All Ethnicity,Homeless,974,*,*,485,49.79,72,7.39,*,*,325,33.37,82,8.42
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,All Ethnicity,Migrant,92,*,*,*,*,49,53.26,*,*,23,25.00,14,15.22
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,All Ethnicity,Students with Disabilities,10441,76,~,3470,33.23,277,~,16,~,6073,58.16,529,5.07
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,All Ethnicity,General Education Students,43175,763,~,13300,30.80,2082,~,149,~,24563,56.89,2318,5.37
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,All Ethnicity,Economically Disadvantaged,35534,317,~,14510,40.83,1948,5.48,125,~,16513,46.47,2121,5.97
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,All Ethnicity,Foster,268,*,*,75,27.99,*,*,*,*,174,64.93,16,5.97
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,All Ethnicity,Military Family,1210,22,~,304,25.12,26,~,*,*,734,60.66,115,9.50
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,All Ethnicity,Non-Economically Disadvantaged,18082,522,~,2260,12.50,411,~,40,~,14123,78.11,726,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Hispanic/Latino,All SubPopulation,6227,27,~,236,~,1922,30.87,92,~,3210,51.55,740,11.88
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Hispanic/Latino,Students with Limited English Proficiency,3559,13,~,26,~,1429,40.15,64,~,1648,46.31,379,10.65
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Hispanic/Latino,Homeless,163,*,*,*,*,61,37.42,*,*,60,36.81,31,19.02
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Hispanic/Latino,Migrant,73,*,*,*,*,40,54.79,*,*,19,26.03,13,17.81
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Hispanic/Latino,Students with Disabilities,890,*,*,52,5.84,208,23.37,*,*,508,57.08,110,12.36
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Hispanic/Latino,General Education Students,5337,25,~,184,~,1714,32.12,82,~,2702,50.63,630,11.80
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Hispanic/Latino,Economically Disadvantaged,5069,15,~,185,~,1691,33.36,77,~,2506,49.44,595,11.74
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Hispanic/Latino,Foster,14,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Hispanic/Latino,Military Family,134,*,*,*,*,18,13.43,*,*,74,55.22,29,21.64
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Hispanic/Latino,Non-Economically Disadvantaged,1158,12,~,51,~,231,19.95,15,~,704,60.79,145,12.52
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Other Ethnicity,All SubPopulation,47389,812,~,16534,34.89,437,~,73,~,27426,57.87,2107,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Other Ethnicity,Students with Limited English Proficiency,579,284,49.05,63,10.88,32,5.53,15,~,152,26.25,33,5.70
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Other Ethnicity,Homeless,811,*,*,480,59.19,11,~,*,*,265,32.68,51,6.29
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Other Ethnicity,Migrant,19,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Other Ethnicity,Students with Disabilities,9551,74,~,3418,35.79,69,~,*,*,5565,58.27,419,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Other Ethnicity,General Education Students,37838,738,~,13116,34.66,368,~,67,~,21861,57.78,1688,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Other Ethnicity,Economically Disadvantaged,30465,302,~,14325,47.02,257,~,48,~,14007,45.98,1526,5.01
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Other Ethnicity,Foster,254,*,*,73,28.74,*,*,*,*,166,65.35,14,5.51
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Other Ethnicity,Military Family,1076,20,~,295,27.42,*,*,*,*,660,61.34,86,7.99
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,All Gender,Other Ethnicity,Non-Economically Disadvantaged,16924,510,~,2209,13.05,180,~,25,~,13419,79.29,581,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,Female,All Ethnicity,All SubPopulation,26119,422,~,8249,31.58,1157,~,82,~,14789,56.62,1420,5.44
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,Female,All Ethnicity,Students with Limited English Proficiency,1937,141,7.28,49,~,685,35.36,36,~,821,42.39,205,10.58
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,Female,All Ethnicity,Homeless,470,*,*,238,50.64,41,8.72,*,*,158,33.62,30,6.38
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,Female,All Ethnicity,Migrant,42,*,*,*,*,23,54.76,*,*,12,28.57,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,Female,All Ethnicity,Students with Disabilities,3805,31,~,1196,31.43,114,~,*,*,2248,59.08,212,5.57
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,Female,All Ethnicity,General Education Students,22314,391,~,7053,31.61,1043,~,78,~,12541,56.20,1208,5.41
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 04,Female,All Ethnicity,Economically Disadvantaged,17297,153,~,7096,41.02,973,5.63,61,~,7960,46.02,1054,6.09
